1 0.020518
2 0.019974
3 0.0081913
4 0.0028797
5 0.0022121
6 0.0019881
7 0.0015782
8 0.0011356
9 0.00077419
10 0.0002684
11 0.00014575
12 8.249e-05
13 6.037e-05
14 4.8155e-05
15 3.8091e-05
16 3.1733e-05
17 2.328e-05
18 2.0379e-05
19 1.5351e-05
20 1.3738e-05
21 9.9442e-06
22 8.0345e-06
23 6.0801e-06
24 5.1074e-06
25 0
