1 0.043416
2 0.017825
3 0.0058117
4 0.0051577
5 0.0050347
6 0.0045092
7 0.0022175
8 0.0010729
9 0.00049161
10 0.00019655
11 0.00014303
12 0.00011519
13 7.2632e-05
14 4.9459e-05
15 4.1744e-05
16 3.2244e-05
17 2.3557e-05
18 1.9397e-05
19 1.475e-05
20 1.1263e-05
21 9.9934e-06
22 8.2735e-06
23 6.559e-06
24 4.9011e-06
25 0
