1 0.00034539
2 9.2858e-09
3 4.1606e-13
4 2.5642e-16
5 2.0019e-16
6 1.8092e-16
7 1.7687e-16
8 1.6557e-16
9 1.5793e-16
10 1.5631e-16
11 1.4274e-16
12 1.3835e-16
13 1.3534e-16
14 1.3021e-16
15 1.248e-16
16 1.2143e-16
17 1.1268e-16
18 1.1106e-16
19 1.0572e-16
20 1.0137e-16
21 9.8879e-17
22 9.1617e-17
23 8.7814e-17
24 8.3335e-17
25 0
