1 0.0051919
2 6.5953e-06
3 4.1441e-08
4 4.863e-10
5 8.3571e-12
6 1.8439e-13
7 4.8053e-15
8 1.9358e-16
9 5.7489e-17
10 5.0118e-17
11 4.8209e-17
12 4.7192e-17
13 4.4042e-17
14 4.4159e-17
15 4.18e-17
16 4.0826e-17
17 3.9049e-17
18 3.7567e-17
19 3.5477e-17
20 3.5092e-17
21 3.3282e-17
22 3.2557e-17
23 3.0558e-17
24 3.0363e-17
25 0
